mutant name, is equivalent?, distinguished by
ABS_113, 1, -
ABS_164, 1, -
AOIS_264, 1, -
AOIS_321, 1, -
AOIS_393, 1, -
AOIS_418, 1, -
AOIS_431, 1, -
AOIS_458, 1, -
AOIS_460, 1, -
AOIS_479, 1, -
AOIS_521, 1, -
AOIS_575, 1, -
AOIS_578, 1, -
AOIS_59, 1, -
AOIS_623, 1, -
AOIS_80, 1, -
ROR_174, 1, -
