8,10,11
8,10,11,12,13,27
8,10,11,14,15
8,10,11,14,15,16,17,18,19,20,21,18,19,20,21,18,19,20,21,18,23,27
8,10,11,14,15,14,15
8,10,11,14,15,14,15,16,17,18,19,20,21,18,19,20,21,18,23,27
8,10,11,14,15,14,15,14,15,16,17,18,19,20,21,18,23,27
