11,end,28.0
12,end,28.0
13,end,28.0
27,end,28.0
27,mytemp1,0.0
27,j,4.0
14,end,28.0
15,end,28.0
16,end,28.0
17,end,28.0
18,end,28.0
19,end,28.0
20,end,28.0
21,end,28.0
23,mytemp1,0.0
23,end,28.0
23,j,4.0
