Program Name;Mutant Name;Result;Status;Operator;Program Graph Node;Primitive Arc?;Source Primitive Arc?;Target Primitive Arc?;Equivalent?;Distance Begin;Distance Begin (min);Distance Begin (max);Distance Begin (avg);Distance End;Distance End (min);Distance End (max);Distance End (avg);Source Node;Target Node;Sources Nodes are primitive?;Targets Nodes are primitive?;Complexity;Type Statement;PS;OS;pageRank;hub;authority
Bisect;AOIS_772;Nonequivalent;Nonequivalent;AOIS;1;0;0;0;0;0;[0];0;0;0.0;[6, 7, 6, 2];2;7;5.25;[];[2];[];[0];55;Assignment;1.0;0.7236842105263158;0.026;0.0;0.0
Bisect;ROR_107;Nonequivalent;Nonequivalent;ROR;4;0;1;0;1;0;[3, 7, 7, 8];3;8;6.25;[3];3;3;3.0;[3];[7];[1];[1];45;If;0.6206896551724138;0.7894736842105263;0.086;0.293;0.0
Bisect;AORB_155;Nonequivalent;Nonequivalent;AORB;2;0;0;0;0;0;[1, 5, 5, 6];1;6;4.25;[5, 6, 5, 1];1;6;4.25;[1, 7];[3, 8];[0, 1];[1, 0];16;Assignment;0.6666666666666666;0.65625;0.27;0.0;0.0
Bisect;SDL_11;Nonequivalent;Nonequivalent;SDL;8;0;0;0;0;0;[2, 6, 6, 7];2;7;5.25;[0];0;0;0.0;[2];[];[0];[];9;If;0.6973684210526315;0.6923076923076923;0.141;0.0;0.0
Bisect;AOIS_271;Nonequivalent;Nonequivalent;AOIS;4;0;1;0;1;0;[3, 7, 7, 8];3;8;6.25;[3];3;3;3.0;[3];[7];[1];[1];45;Assignment;0.6206896551724138;0.7236842105263158;0.086;0.293;0.0
Bisect;AORB_378;Nonequivalent;Nonequivalent;AORB;4;0;1;0;1;0;[3, 7, 7, 8];3;8;6.25;[3];3;3;3.0;[3];[7];[1];[1];45;Assignment;0.6206896551724138;0.65625;0.086;0.293;0.0
Bisect;AOIU_172;Nonequivalent;Nonequivalent;AOIU;7;0;1;0;1;0;[4, 8, 8, 9, 4, 8, 8, 9, 5, 9, 9, 10];4;10;7.583333333333333;[2];2;2;2.0;[4, 5, 6];[2];[1, 1, 1];[0];6;Return;0.6428571428571429;0.5625;0.188;0.0;0.707
Bisect;AORB_142;Nonequivalent;Nonequivalent;AORB;1;0;0;0;0;0;[0];0;0;0.0;[6, 7, 6, 2];2;7;5.25;[];[2];[];[0];55;If;1.0;0.65625;0.026;0.0;0.0
Bisect;ROR_413;Nonequivalent;Nonequivalent;ROR;1;0;0;0;0;0;[0];0;0;0.0;[6, 7, 6, 2];2;7;5.25;[];[2];[];[0];55;If;1.0;0.7894736842105263;0.026;0.0;0.0
Bisect;AORB_416;Nonequivalent;Nonequivalent;AORB;4;0;1;0;1;0;[3, 7, 7, 8];3;8;6.25;[3];3;3;3.0;[3];[7];[1];[1];45;Assignment;0.6206896551724138;0.65625;0.086;0.293;0.0
Bisect;AORB_314;Nonequivalent;Nonequivalent;AORB;6;0;1;0;1;0;[4, 8, 8, 9];4;9;7.25;[3];3;3;3.0;[5];[7];[1];[1];30;If;0.7419354838709677;0.65625;0.062;0.293;0.293
Bisect;AOIS_358;Nonequivalent;Nonequivalent;AOIS;1;0;0;0;0;0;[0];0;0;0.0;[6, 7, 6, 2];2;7;5.25;[];[2];[];[0];55;If;1.0;0.7236842105263158;0.026;0.0;0.0
Bisect;ROR_665;Nonequivalent;Nonequivalent;ROR;4;0;1;0;1;0;[3, 7, 7, 8];3;8;6.25;[3];3;3;3.0;[3];[7];[1];[1];45;If;0.6206896551724138;0.7894736842105263;0.086;0.293;0.0
Bisect;ODL_2;Nonequivalent;Nonequivalent;ODL;4;0;1;0;1;0;[3, 7, 7, 8];3;8;6.25;[3];3;3;3.0;[3];[7];[1];[1];45;Block;0.6206896551724138;0.625;0.086;0.293;0.0
Bisect;AOIS_417;Nonequivalent;Nonequivalent;AOIS;1;0;0;0;0;0;[0];0;0;0.0;[6, 7, 6, 2];2;7;5.25;[];[2];[];[0];55;While;1.0;0.7236842105263158;0.026;0.0;0.0
Bisect;AORB_322;Nonequivalent;Nonequivalent;AORB;6;0;1;0;1;0;[4, 8, 8, 9];4;9;7.25;[3];3;3;3.0;[5];[7];[1];[1];30;If;0.7419354838709677;0.65625;0.062;0.293;0.293
Bisect;ADL_21;Nonequivalent;Nonequivalent;ADL;7;0;1;0;1;0;[4, 8, 8, 9, 4, 8, 8, 9, 5, 9, 9, 10];4;10;7.583333333333333;[2];2;2;2.0;[4, 5, 6];[2];[1, 1, 1];[0];6;Assignment;0.6428571428571429;1.0;0.188;0.0;0.707
Bisect;AOIS_397;Nonequivalent;Nonequivalent;AOIS;6;0;1;0;1;0;[4, 8, 8, 9];4;9;7.25;[3];3;3;3.0;[5];[7];[1];[1];30;If;0.7419354838709677;0.7236842105263158;0.062;0.293;0.293
Bisect;AORB_271;Nonequivalent;Nonequivalent;AORB;4;0;1;0;1;0;[3, 7, 7, 8];3;8;6.25;[3];3;3;3.0;[3];[7];[1];[1];45;Assignment;0.6206896551724138;0.65625;0.086;0.293;0.0
Bisect;AORB_6;Nonequivalent;Nonequivalent;AORB;4;0;1;0;1;0;[3, 7, 7, 8];3;8;6.25;[3];3;3;3.0;[3];[7];[1];[1];45;Block;0.6206896551724138;0.65625;0.086;0.293;0.0
Bisect;ROR_599;Nonequivalent;Nonequivalent;ROR;1;0;0;0;0;0;[0];0;0;0.0;[6, 7, 6, 2];2;7;5.25;[];[2];[];[0];55;While;1.0;0.7894736842105263;0.026;0.0;0.0
Bisect;AOIS_91;Nonequivalent;Nonequivalent;AOIS;1;0;0;0;0;0;[0];0;0;0.0;[6, 7, 6, 2];2;7;5.25;[];[2];[];[0];55;If;1.0;0.7236842105263158;0.026;0.0;0.0
Bisect;AOIS_68;Nonequivalent;Nonequivalent;AOIS;8;0;0;0;0;0;[2, 6, 6, 7];2;7;5.25;[0];0;0;0.0;[2];[];[0];[];9;If;0.6973684210526315;0.7236842105263158;0.141;0.0;0.0
Bisect;COR_25;Nonequivalent;Nonequivalent;COR;1;0;0;0;0;0;[0];0;0;0.0;[6, 7, 6, 2];2;7;5.25;[];[2];[];[0];55;While;1.0;1.0;0.026;0.0;0.0
Bisect;AOIS_6;Nonequivalent;Nonequivalent;AOIS;4;0;1;0;1;0;[3, 7, 7, 8];3;8;6.25;[3];3;3;3.0;[3];[7];[1];[1];45;Block;0.6206896551724138;0.7236842105263158;0.086;0.293;0.0
Bisect;AORB_256;Nonequivalent;Nonequivalent;AORB;6;0;1;0;1;0;[4, 8, 8, 9];4;9;7.25;[3];3;3;3.0;[5];[7];[1];[1];30;If;0.7419354838709677;0.65625;0.062;0.293;0.293
Bisect;AORB_81;Nonequivalent;Nonequivalent;AORB;1;0;0;0;0;0;[0];0;0;0.0;[6, 7, 6, 2];2;7;5.25;[];[2];[];[0];55;If;1.0;0.65625;0.026;0.0;0.0
Bisect;AOIS_723;Nonequivalent;Nonequivalent;AOIS;1;0;0;0;0;0;[0];0;0;0.0;[6, 7, 6, 2];2;7;5.25;[];[2];[];[0];55;While;1.0;0.7236842105263158;0.026;0.0;0.0
Bisect;AORB_153;Nonequivalent;Nonequivalent;AORB;1;0;0;0;0;0;[0];0;0;0.0;[6, 7, 6, 2];2;7;5.25;[];[2];[];[0];55;If;1.0;0.65625;0.026;0.0;0.0
Bisect;AORB_145;Nonequivalent;Nonequivalent;AORB;4;0;1;0;1;0;[3, 7, 7, 8];3;8;6.25;[3];3;3;3.0;[3];[7];[1];[1];45;Assignment;0.6206896551724138;0.65625;0.086;0.293;0.0
Bisect;ROR_402;Nonequivalent;Nonequivalent;ROR;1;0;0;0;0;0;[0];0;0;0.0;[6, 7, 6, 2];2;7;5.25;[];[2];[];[0];55;If;1.0;0.7894736842105263;0.026;0.0;0.0
Bisect;WLDL_1;Nonequivalent;Nonequivalent;WLDL;1;0;0;0;0;0;[0];0;0;0.0;[6, 7, 6, 2];2;7;5.25;[];[2];[];[0];55;While;1.0;1.0;0.026;0.0;0.0
Bisect;AORB_391;Nonequivalent;Nonequivalent;AORB;2;0;0;0;0;0;[1, 5, 5, 6];1;6;4.25;[5, 6, 5, 1];1;6;4.25;[1, 7];[3, 8];[0, 1];[1, 0];16;Assignment;0.6666666666666666;0.65625;0.27;0.0;0.0
Bisect;AOIU_46;Nonequivalent;Nonequivalent;AOIU;6;0;1;0;1;0;[4, 8, 8, 9];4;9;7.25;[3];3;3;3.0;[5];[7];[1];[1];30;Assignment;0.7419354838709677;0.5625;0.062;0.293;0.293
Bisect;ROR_530;Nonequivalent;Nonequivalent;ROR;1;0;0;0;0;0;[0];0;0;0.0;[6, 7, 6, 2];2;7;5.25;[];[2];[];[0];55;While;1.0;0.7894736842105263;0.026;0.0;0.0
Bisect;AOIS_715;Nonequivalent;Nonequivalent;AOIS;1;0;0;0;0;0;[0];0;0;0.0;[6, 7, 6, 2];2;7;5.25;[];[2];[];[0];55;If;1.0;0.7236842105263158;0.026;0.0;0.0
Bisect;AOIU_11;Nonequivalent;Nonequivalent;AOIU;8;0;0;0;0;0;[2, 6, 6, 7];2;7;5.25;[0];0;0;0.0;[2];[];[0];[];9;If;0.6973684210526315;0.5625;0.141;0.0;0.0
Bisect;AOIS_754;Nonequivalent;Nonequivalent;AOIS;6;0;1;0;1;0;[4, 8, 8, 9];4;9;7.25;[3];3;3;3.0;[5];[7];[1];[1];30;If;0.7419354838709677;0.7236842105263158;0.062;0.293;0.293
Bisect;AORB_19;Nonequivalent;Nonequivalent;AORB;8;0;0;0;0;0;[2, 6, 6, 7];2;7;5.25;[0];0;0;0.0;[2];[];[0];[];9;Block;0.6973684210526315;0.65625;0.141;0.0;0.0
Bisect;AOIS_646;Nonequivalent;Nonequivalent;AOIS;4;0;1;0;1;0;[3, 7, 7, 8];3;8;6.25;[3];3;3;3.0;[3];[7];[1];[1];45;Assignment;0.6206896551724138;0.7236842105263158;0.086;0.293;0.0
Bisect;AOIS_55;Nonequivalent;Nonequivalent;AOIS;8;0;0;0;0;0;[2, 6, 6, 7];2;7;5.25;[0];0;0;0.0;[2];[];[0];[];9;Assignment;0.6973684210526315;0.7236842105263158;0.141;0.0;0.0
Bisect;AOIS_386;Nonequivalent;Nonequivalent;AOIS;4;0;1;0;1;0;[3, 7, 7, 8];3;8;6.25;[3];3;3;3.0;[3];[7];[1];[1];45;Assignment;0.6206896551724138;0.7236842105263158;0.086;0.293;0.0
Bisect;AOIS_446;Nonequivalent;Nonequivalent;AOIS;6;0;1;0;1;0;[4, 8, 8, 9];4;9;7.25;[3];3;3;3.0;[5];[7];[1];[1];30;If;0.7419354838709677;0.7236842105263158;0.062;0.293;0.293
Bisect;AORB_373;Nonequivalent;Nonequivalent;AORB;4;0;1;0;1;0;[3, 7, 7, 8];3;8;6.25;[3];3;3;3.0;[3];[7];[1];[1];45;Assignment;0.6206896551724138;0.65625;0.086;0.293;0.0
Bisect;ADL_31;Nonequivalent;Nonequivalent;ADL;4;0;1;0;1;0;[3, 7, 7, 8];3;8;6.25;[3];3;3;3.0;[3];[7];[1];[1];45;Assignment;0.6206896551724138;1.0;0.086;0.293;0.0
Bisect;ODL_4;Nonequivalent;Nonequivalent;ODL;4;0;1;0;1;0;[3, 7, 7, 8];3;8;6.25;[3];3;3;3.0;[3];[7];[1];[1];45;Block;0.6206896551724138;0.625;0.086;0.293;0.0
Bisect;AOIS_15;Nonequivalent;Nonequivalent;AOIS;4;0;1;0;1;0;[3, 7, 7, 8];3;8;6.25;[3];3;3;3.0;[3];[7];[1];[1];45;While;0.6206896551724138;0.7236842105263158;0.086;0.293;0.0
Bisect;AORB_22;Nonequivalent;Nonequivalent;AORB;8;0;0;0;0;0;[2, 6, 6, 7];2;7;5.25;[0];0;0;0.0;[2];[];[0];[];9;Block;0.6973684210526315;0.65625;0.141;0.0;0.0
Bisect;AORB_324;Nonequivalent;Nonequivalent;AORB;6;0;1;0;1;0;[4, 8, 8, 9];4;9;7.25;[3];3;3;3.0;[5];[7];[1];[1];30;If;0.7419354838709677;0.65625;0.062;0.293;0.293
Bisect;AOIS_450;Nonequivalent;Nonequivalent;AOIS;1;0;0;0;0;0;[0];0;0;0.0;[6, 7, 6, 2];2;7;5.25;[];[2];[];[0];55;If;1.0;0.7236842105263158;0.026;0.0;0.0
Bisect;ROR_177;Nonequivalent;Nonequivalent;ROR;1;0;0;0;0;0;[0];0;0;0.0;[6, 7, 6, 2];2;7;5.25;[];[2];[];[0];55;If;1.0;0.7894736842105263;0.026;0.0;0.0
Bisect;AORB_18;Nonequivalent;Nonequivalent;AORB;8;0;0;0;0;0;[2, 6, 6, 7];2;7;5.25;[0];0;0;0.0;[2];[];[0];[];9;Block;0.6973684210526315;0.65625;0.141;0.0;0.0
Bisect;AOIU_154;Nonequivalent;Nonequivalent;AOIU;4;0;1;0;1;0;[3, 7, 7, 8];3;8;6.25;[3];3;3;3.0;[3];[7];[1];[1];45;Assignment;0.6206896551724138;0.5625;0.086;0.293;0.0
Bisect;ROR_423;Nonequivalent;Nonequivalent;ROR;1;0;0;0;0;0;[0];0;0;0.0;[6, 7, 6, 2];2;7;5.25;[];[2];[];[0];55;While;1.0;0.7894736842105263;0.026;0.0;0.0
Bisect;ROR_1;Nonequivalent;Nonequivalent;ROR;6;0;1;0;1;0;[4, 8, 8, 9];4;9;7.25;[3];3;3;3.0;[5];[7];[1];[1];30;Block;0.7419354838709677;0.7894736842105263;0.062;0.293;0.293
Bisect;ROR_248;Nonequivalent;Nonequivalent;ROR;4;0;1;0;1;0;[3, 7, 7, 8];3;8;6.25;[3];3;3;3.0;[3];[7];[1];[1];45;If;0.6206896551724138;0.7894736842105263;0.086;0.293;0.0
Bisect;AORB_96;Nonequivalent;Nonequivalent;AORB;1;0;0;0;0;0;[0];0;0;0.0;[6, 7, 6, 2];2;7;5.25;[];[2];[];[0];55;If;1.0;0.65625;0.026;0.0;0.0
Bisect;AORB_294;Nonequivalent;Nonequivalent;AORB;4;0;1;0;1;0;[3, 7, 7, 8];3;8;6.25;[3];3;3;3.0;[3];[7];[1];[1];45;Assignment;0.6206896551724138;0.65625;0.086;0.293;0.0
Bisect;AOIS_688;Nonequivalent;Nonequivalent;AOIS;7;0;1;0;1;0;[4, 8, 8, 9, 4, 8, 8, 9, 5, 9, 9, 10];4;10;7.583333333333333;[2];2;2;2.0;[4, 5, 6];[2];[1, 1, 1];[0];6;Assignment;0.6428571428571429;0.7236842105263158;0.188;0.0;0.707
Bisect;AORB_129;Nonequivalent;Nonequivalent;AORB;6;0;1;0;1;0;[4, 8, 8, 9];4;9;7.25;[3];3;3;3.0;[5];[7];[1];[1];30;If;0.7419354838709677;0.65625;0.062;0.293;0.293
Bisect;AOIS_35;Nonequivalent;Nonequivalent;AOIS;6;0;1;0;1;0;[4, 8, 8, 9];4;9;7.25;[3];3;3;3.0;[5];[7];[1];[1];30;While;0.7419354838709677;0.7236842105263158;0.062;0.293;0.293
Bisect;ROR_614;Nonequivalent;Nonequivalent;ROR;1;0;0;0;0;0;[0];0;0;0.0;[6, 7, 6, 2];2;7;5.25;[];[2];[];[0];55;If;1.0;0.7894736842105263;0.026;0.0;0.0
Bisect;ADL_11;Nonequivalent;Nonequivalent;ADL;4;0;1;0;1;0;[3, 7, 7, 8];3;8;6.25;[3];3;3;3.0;[3];[7];[1];[1];45;Assignment;0.6206896551724138;1.0;0.086;0.293;0.0
