TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals
Prime_num,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9122807017543859,94,90
Prime_num,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9126344086021505,100,96
