mutant name, is equivalent?, distinguished by
AOIS_122, 1, -
AOIS_251, 1, -
AOIS_256, 1, -
AOIS_348, 1, -
AOIS_528, 1, -
AOIS_718, 1, -
AORB_216, 1, -
AORB_386, 1, -
ROR_527, 1, -
