mutant name, is equivalent?, distinguished by
ROR_66, 0, [VVVVVVVVVVVV=0;VV=0;V=0;VVVVVVVVV=1;VVVVVVV=1;VVVVVVVVVVVVVVVVVVVV=1536;VVVVVVVV=0;VVVVVVVVVVVVVVVVVVV=-512;VVVVV=-1024;VVVVVVVVVVVVVVVVVV=-327;VVVVVV=-1024]
ROR_67, 1, -
ROR_68, 0, [VVVVVVVVVVVV=0;VVVVVV=0;VVVVV=0;VVVV=0;VVVVVVVVV=1;VVVVVVV=1;VVVVVVVV=0;VVVVVVVVVVVVVVVVVV=-162;V=0;VVVVVVVVVVVVVVVVVVV=0;VV=-1024;VVVVVVVVVVVVVVVVVVVV=-1024]
ROR_69, 1, -
ROR_70, 0, [VVVVVVVVVVVV=0;VV=0;V=0;VVVVVVVVV=1;VVVVVVV=1;VVVVVV=1;VVVVVVVV=0;VVVVVVVVVVVVVVVVVV=1010;VVVVVVVVVVVVVVVVVVVV=514;VVVV=0;VVVVVVVVVVVVVVVVVVV=510;VVVVV=-1024]
ROR_71, 1, -
ROR_72, 1, -
ROR_73, 0, [VVVVVVVVVVVV=0;VVVVVV=0;VVVVVVVVV=1;VVVVVVV=1;VVVV=1;VVVVVVVV=0;VVVVVVVVVVVVVVVVVVVV=944;VVVVVVVVVVVVVVVVVVV=80;VVVVV=-1024;VVVVVVVVVVVVVVVVVV=-336]
ROR_74, 1, -
ROR_75, 1, -
ROR_76, 1, -
ROR_77, 1, -
ROR_78, 1, -
ROR_79, 1, -
ROR_80, 1, -
ROR_81, 1, -
ROR_82, 1, -
ROR_83, 1, -
ROR_84, 1, -
ROR_85, 1, -
ROR_86, 1, -
ROR_87, 1, -
ROR_88, 1, -
ROR_89, 1, -
ROR_90, 1, -
ROR_91, 1, -
ROR_92, 1, -
ROR_93, 1, -
ROR_94, 1, -
ROR_95, 1, -
ROR_96, 1, -
ROR_97, 1, -
ROR_98, 1, -
ROR_99, 1, -
SDL_10, 0, [VVVVVV=0;VV=1;V=1;VVVVV=0;VVVV=0;VVVVVVVVV=1;VVVVVVV=1;VVVVVVVV=0;VVVVVVVVVVVVVVVVVV=11170;VVVVVVVVVVVVVVVVVVV=-26368;VVVVVVVVVVVV=0;VVVVVVVVVVVVVVVVVVVV=27392]
SDL_100, 0, [VV=1;V=1;VVVVVVVVV=0;VVVVVVV=0;VVVVVV=0;VVVVVVVV=1;VVVVVVVVVVVVVVVVVVV=-512;VVVVVVVVVVVVVVVVVVVV=56;VVVVVVVVVVVVVVVVVV=568;VVVVVVVVVVVV=1]
SDL_101, 0, [VV=1;VVVVVVVVV=1;VVVVVVV=1;VVVVVV=1;V=0;VVVVVVVV=0;VVVVVVVVVVVVVVVVVV=11037;VVVVVVVVVVVVVVVVVVV=-19968;VVVVVVVVVVVV=0;VVVVVVVVVVVVVVVVVVVV=18945]
SDL_102, 0, [VV=1;VVVVVVVVV=1;VVVVVVV=1;VVVVVV=1;V=0;VVVVVVVV=0;VVVVVVVVVVVVVVVVVVV=-15487;VVVVVVVVVVVVVVVVVVVV=14463;VVVVVVVVVVVVVVVVVV=9241;VVVVVVVVVVVV=0]
SDL_103, 0, [VV=0;V=1;VVVVVVVVV=1;VVVVVVV=1;VVVVVV=1;VVVVVVVV=0;VVVVVVVVVVVVVVVVVVVV=816;VVVVVVVVVVVVVVVVVVV=0;VVVVVVVVVVVV=0;VVVVVVVVVVVVVVVVVV=-1]
SDL_104, 0, [VV=0;V=0;VVVVVVVVV=1;VVVVVVV=1;VVVVVV=1;VVVVVVVV=0;VVVVVVVVVVVVVVVVVVV=-1024;VVVVVVVVVVVVVVVVVVVV=-1421;VVVVVVVVVVVVVVVVVV=-1672;VVVVVVVVVVVV=0]
SDL_11, 0, [VVVVVVVVVVVV=1;VVVVVVVV=1;VVVVVVVVVVVVVVVVVVVV=1025;VVVVVVVVVVVVVVVVVV=0;VVVVVVVVVVVVVVVVVVV=0]
SDL_12, 0, [VV=1;VVVVVVVVVVVV=0;VVVVVVVVV=1;VVVVVVV=1;VVVVVVVV=0;VVVVVV=1;VVVVVVVVVVVVVVVVVVVV=400;VVVVVVVVVVVVVVVVVV=0;VVVVVVVVVVVVVVVVVVV=624]
SDL_14, 1, -
SDL_15, 0, [VVVVVVVVV=1;VVVVVVVVVVVV=0;VVVVVVV=1;VVVV=0;VVVVVV=1;VV=0;VVVVV=1;VVVVVVVV=0;V=1;VVVVVVVVVVVVVVVVVVVV=25;VVVVVVVVVVVVVVVVVVV=999;VVVVVVVVVVVVVVVVVV=-554]
SDL_16, 0, [VVVVVVVVVVVV=1;VVVVVVVV=1;VVVVVVVVVVVVVVVVVVVV=1025;VVVVVVVVVVVVVVVVVV=0;VVVVVVVVVVVVVVVVVVV=0]
SDL_17, 0, [VVVVVVVVVVVVVVVVVV=1024;VVVVVVVVVVVV=1;VVVVVVVV=1;VVVVVVVVV=2;VVVVVVVVVVVVVVVVVVV=0;VVVVVVVVVVVVVVVVVVVV=0]
SDL_18, 0, [VVVVVVVVVVVVVVVVVV=1024;VVVV=2;VVVVVVVVVVVV=1;VVVVVVVV=1;VVVVVVVVVVVVVVVVVVV=0;VVVVVVVVVVVVVVVVVVVV=0]
SDL_19, 0, [VVVVVVVVVVVVVVVVVV=1024;VVVVVVVVVVVV=1;VVVVVVVVVVVVVVVV=0;VVVVVVVV=1;VVVVVVVVVVVVVVVVVVV=0;VVVVVVVVVVVVVVVVVVVV=0]
SDL_20, 0, [VVVVVVVVVVVVVVVVVV=1024;VVVVVVVVVVVV=1;VVVVVVVV=1;VVVVVVV=2;VVVVVVVVVVVVVVVVVVV=0;VVVVVVVVVVVVVVVVVVVV=0]
