1,60
2,65
3,66
4,64
5,74
6,76
7,78
8,79
9,80
10,81
11,83
12,84
13,87
14,88
15,90
16,91
17,93
18,94
19,98
20,103
21,104
22,104
23,104
24,105
25,109
26,110
27,111
28,109
29,115
30,116
31,117
32,103
33,125
34,126
35,127
36,125
37,131
38,132
39,133
40,142
41,143
42,143
43,143
44,144
45,146
46,146
47,147
48,142
49,151
50,152
51,152
52,153
53,155
54,155
55,155
56,156
57,78
58,163
59,166
60,167
61,169
62,170
63,172
64,175
