9,sum,0.0
10,sum,0.0
35,sum,0.0
36,sum,0.0
40,leap,1.0
42,leap,1.0
39,leap,1.0
11,leap,1.0
12,sum,0.0
13,leap,1.0
14,sum,0.0
41,leap,1.0
15,leap,1.0
16,sum,0.0
17,leap,1.0
18,sum,0.0
19,leap,1.0
20,sum,0.0
21,leap,1.0
22,sum,0.0
23,leap,1.0
24,sum,0.0
25,leap,1.0
26,sum,0.0
27,leap,1.0
28,sum,0.0
29,leap,1.0
30,sum,0.0
31,leap,1.0
32,sum,0.0
