20,21,22,23,24,25
20,21,22,23,24,25,26,27,46
20,21,22,23,24,25,28
20,21,22,23,24,25,28,29,30,46
20,21,22,23,24,25,28,31
20,21,22,23,24,25,28,31,32,33,46
20,21,22,23,24,25,28,31,34
20,21,22,23,24,25,28,31,34,35,36,46
20,21,22,23,24,25,28,31,34,37
20,21,22,23,24,25,28,31,34,37,38,39,46
20,21,22,23,24,25,28,31,34,37,40,46
