Program Name;Mutant Name;Result;Status;Operator;Program Graph Node;Primitive Arc?;Source Primitive Arc?;Target Primitive Arc?;Equivalent?;Distance Begin;Distance Begin (min);Distance Begin (max);Distance Begin (avg);Distance End;Distance End (min);Distance End (max);Distance End (avg);Source Node;Target Node;Sources Nodes are primitive?;Targets Nodes are primitive?;Complexity;Type Statement;PS;OS;pageRank;hub;authority
Triangle;AOIS_691;Nonequivalent;Nonequivalent;AOIS;4;0;1;1;1;0;[1, 2, 3];1;3;2.0;[0];0;0;0.0;[1, 2, 3];[];[1, 1, 1];[];52;If;0.86;0.6328125;0.038;0.0;0.25
Triangle;VDL_166;Nonequivalent;Nonequivalent;VDL;18;0;1;0;1;0;[8, 9, 9, 10, 9, 10, 10, 11];8;11;9.5;[0];0;0;0.0;[17];[];[1];[];53;If;1.0;0.4666666666666667;0.033;0.0;0.0
Triangle;AORB_21;Nonequivalent;Nonequivalent;AORB;15;0;1;0;1;0;[8, 9, 9, 10, 9, 10, 10, 11, 9, 10, 10, 11, 10, 11, 11, 12, 10, 11, 11, 12, 11, 12, 12, 13];8;13;10.5;[0];0;0;0.0;[12, 13, 14];[];[1, 1, 1];[];27;If;0.8469387755102041;0.9444444444444444;0.059;0.0;0.25
Triangle;AOIS_16;Nonequivalent;Nonequivalent;AOIS;5;0;1;1;1;0;[3];3;3;3.0;[8, 9, 9, 9, 10, 10, 8, 9, 10, 10, 10, 11, 11, 9, 7, 5, 7, 7, 6, 5, 9, 10, 10, 10, 11, 11, 9, 10, 11, 11, 11, 12, 12, 10, 8, 6, 8, 8, 7, 6, 9, 10, 10, 10, 11, 11, 9, 10, 11, 11, 11, 12, 12, 10, 8, 6, 8, 8, 7, 6, 10, 11, 11, 11, 12, 12, 10, 11, 12, 12, 12, 13, 13, 11, 9, 7, 9, 9, 8, 7, 9, 10, 10, 10, 11, 11, 9, 10, 11, 11, 11, 12, 12, 10, 8, 6, 8, 8, 7, 6, 10, 11, 11, 11, 12, 12, 10, 11, 12, 12, 12, 13, 13, 11, 9, 7, 9, 9, 8, 7, 10, 11, 11, 11, 12, 12, 10, 11, 12, 12, 12, 13, 13, 11, 9, 7, 9, 9, 8, 7, 11, 12, 12, 12, 13, 13, 11, 12, 13, 13, 13, 14, 14, 12, 10, 8, 10, 10, 9, 8];5;14;10.0;[3];[7, 6];[1];[1, 1];30;If;1.0;0.6328125;0.024;0.0;0.083
Triangle;ADL_24;Nonequivalent;Nonequivalent;ADL;5;0;1;1;1;0;[3];3;3;3.0;[8, 9, 9, 9, 10, 10, 8, 9, 10, 10, 10, 11, 11, 9, 7, 5, 7, 7, 6, 5, 9, 10, 10, 10, 11, 11, 9, 10, 11, 11, 11, 12, 12, 10, 8, 6, 8, 8, 7, 6, 9, 10, 10, 10, 11, 11, 9, 10, 11, 11, 11, 12, 12, 10, 8, 6, 8, 8, 7, 6, 10, 11, 11, 11, 12, 12, 10, 11, 12, 12, 12, 13, 13, 11, 9, 7, 9, 9, 8, 7, 9, 10, 10, 10, 11, 11, 9, 10, 11, 11, 11, 12, 12, 10, 8, 6, 8, 8, 7, 6, 10, 11, 11, 11, 12, 12, 10, 11, 12, 12, 12, 13, 13, 11, 9, 7, 9, 9, 8, 7, 10, 11, 11, 11, 12, 12, 10, 11, 12, 12, 12, 13, 13, 11, 9, 7, 9, 9, 8, 7, 11, 12, 12, 12, 13, 13, 11, 12, 13, 13, 13, 14, 14, 12, 10, 8, 10, 10, 9, 8];5;14;10.0;[3];[7, 6];[1];[1, 1];30;Assignment;1.0;1.0;0.024;0.0;0.083
Triangle;AORB_448;Nonequivalent;Nonequivalent;AORB;18;0;1;0;1;0;[8, 9, 9, 10, 9, 10, 10, 11];8;11;9.5;[0];0;0;0.0;[17];[];[1];[];53;If;1.0;0.9444444444444444;0.033;0.0;0.0
Triangle;AORB_3;Nonequivalent;Nonequivalent;AORB;6;0;1;1;1;0;[4];4;4;4.0;[8, 9, 9, 9, 10, 10, 8, 9, 10, 10, 10, 11, 11, 9, 7, 5, 7, 7, 6, 5, 9, 10, 10, 10, 11, 11, 9, 10, 11, 11, 11, 12, 12, 10, 8, 6, 8, 8, 7, 6, 9, 10, 10, 10, 11, 11, 9, 10, 11, 11, 11, 12, 12, 10, 8, 6, 8, 8, 7, 6, 10, 11, 11, 11, 12, 12, 10, 11, 12, 12, 12, 13, 13, 11, 9, 7, 9, 9, 8, 7];5;13;9.5;[5];[7];[1];[1];127;Assignment;0.6666666666666666;0.9444444444444444;0.024;0.0;0.0
Triangle;COR_11;Nonequivalent;Nonequivalent;COR;24;0;1;0;1;0;[11, 12, 12, 13, 12, 13, 13, 14, 12, 13, 13, 14, 13, 14, 14, 15];11;15;13.0;[0];0;0;0.0;[23];[];[1];[];15;If;0.74;0.7857142857142857;0.027;0.0;0.0
Triangle;ROR_621;Nonequivalent;Nonequivalent;ROR;18;0;1;0;1;0;[8, 9, 9, 10, 9, 10, 10, 11];8;11;9.5;[0];0;0;0.0;[17];[];[1];[];53;If;1.0;0.9243697478991597;0.033;0.0;0.0
Triangle;COI_19;Nonequivalent;Nonequivalent;COI;24;0;1;0;1;0;[11, 12, 12, 13, 12, 13, 13, 14, 12, 13, 13, 14, 13, 14, 14, 15];11;15;13.0;[0];0;0;0.0;[23];[];[1];[];15;If;0.74;1.0;0.027;0.0;0.0
Triangle;AORB_366;Nonequivalent;Nonequivalent;AORB;6;0;1;1;1;0;[4];4;4;4.0;[8, 9, 9, 9, 10, 10, 8, 9, 10, 10, 10, 11, 11, 9, 7, 5, 7, 7, 6, 5, 9, 10, 10, 10, 11, 11, 9, 10, 11, 11, 11, 12, 12, 10, 8, 6, 8, 8, 7, 6, 9, 10, 10, 10, 11, 11, 9, 10, 11, 11, 11, 12, 12, 10, 8, 6, 8, 8, 7, 6, 10, 11, 11, 11, 12, 12, 10, 11, 12, 12, 12, 13, 13, 11, 9, 7, 9, 9, 8, 7];5;13;9.5;[5];[7];[1];[1];127;If;0.6666666666666666;0.9444444444444444;0.024;0.0;0.0
Triangle;AORB_60;Nonequivalent;Nonequivalent;AORB;6;0;1;1;1;0;[4];4;4;4.0;[8, 9, 9, 9, 10, 10, 8, 9, 10, 10, 10, 11, 11, 9, 7, 5, 7, 7, 6, 5, 9, 10, 10, 10, 11, 11, 9, 10, 11, 11, 11, 12, 12, 10, 8, 6, 8, 8, 7, 6, 9, 10, 10, 10, 11, 11, 9, 10, 11, 11, 11, 12, 12, 10, 8, 6, 8, 8, 7, 6, 10, 11, 11, 11, 12, 12, 10, 11, 12, 12, 12, 13, 13, 11, 9, 7, 9, 9, 8, 7];5;13;9.5;[5];[7];[1];[1];127;If;0.6666666666666666;0.9444444444444444;0.024;0.0;0.0
Triangle;ROR_676;Nonequivalent;Nonequivalent;ROR;6;0;1;1;1;0;[4];4;4;4.0;[8, 9, 9, 9, 10, 10, 8, 9, 10, 10, 10, 11, 11, 9, 7, 5, 7, 7, 6, 5, 9, 10, 10, 10, 11, 11, 9, 10, 11, 11, 11, 12, 12, 10, 8, 6, 8, 8, 7, 6, 9, 10, 10, 10, 11, 11, 9, 10, 11, 11, 11, 12, 12, 10, 8, 6, 8, 8, 7, 6, 10, 11, 11, 11, 12, 12, 10, 11, 12, 12, 12, 13, 13, 11, 9, 7, 9, 9, 8, 7];5;13;9.5;[5];[7];[1];[1];127;If;0.6666666666666666;0.9243697478991597;0.024;0.0;0.0
Triangle;AORB_223;Nonequivalent;Nonequivalent;AORB;16;0;1;0;1;0;[10, 11, 11, 12, 11, 12, 12, 13];10;13;11.5;[0];0;0;0.0;[14];[];[1];[];113;If;1.0;0.9444444444444444;0.026;0.0;0.083
Triangle;AOIS_516;Nonequivalent;Nonequivalent;AOIS;4;0;1;1;1;0;[1, 2, 3];1;3;2.0;[0];0;0;0.0;[1, 2, 3];[];[1, 1, 1];[];52;If;0.86;0.6328125;0.038;0.0;0.25
Triangle;ROR_461;Nonequivalent;Nonequivalent;ROR;16;0;1;0;1;0;[10, 11, 11, 12, 11, 12, 12, 13];10;13;11.5;[0];0;0;0.0;[14];[];[1];[];113;If;1.0;0.9243697478991597;0.026;0.0;0.083
Triangle;ROR_55;Nonequivalent;Nonequivalent;ROR;15;0;1;0;1;0;[8, 9, 9, 10, 9, 10, 10, 11, 9, 10, 10, 11, 10, 11, 11, 12, 10, 11, 11, 12, 11, 12, 12, 13];8;13;10.5;[0];0;0;0.0;[12, 13, 14];[];[1, 1, 1];[];27;If;0.8469387755102041;0.9243697478991597;0.059;0.0;0.25
Triangle;ROR_524;Nonequivalent;Nonequivalent;ROR;1;0;1;1;1;0;[0];0;0;0.0;[11, 12, 12, 12, 13, 13, 11, 12, 13, 13, 13, 14, 14, 12, 10, 8, 10, 10, 9, 8, 12, 13, 13, 13, 14, 14, 12, 13, 14, 14, 14, 15, 15, 13, 11, 9, 11, 11, 10, 9, 12, 13, 13, 13, 14, 14, 12, 13, 14, 14, 14, 15, 15, 13, 11, 9, 11, 11, 10, 9, 13, 14, 14, 14, 15, 15, 13, 14, 15, 15, 15, 16, 16, 14, 12, 10, 12, 12, 11, 10, 12, 13, 13, 13, 14, 14, 12, 13, 14, 14, 14, 15, 15, 13, 11, 9, 11, 11, 10, 9, 13, 14, 14, 14, 15, 15, 13, 14, 15, 15, 15, 16, 16, 14, 12, 10, 12, 12, 11, 10, 13, 14, 14, 14, 15, 15, 13, 14, 15, 15, 15, 16, 16, 14, 12, 10, 12, 12, 11, 10, 14, 15, 15, 15, 16, 16, 14, 15, 16, 16, 16, 17, 17, 15, 13, 11, 13, 13, 12, 11, 3, 2, 1];1;17;12.797546012269938;[];[2, 4];[];[1, 1];36;If;1.0;0.9243697478991597;0.014;0.167;0.0
Triangle;COI_62;Nonequivalent;Nonequivalent;COI;16;0;1;0;1;0;[10, 11, 11, 12, 11, 12, 12, 13];10;13;11.5;[0];0;0;0.0;[14];[];[1];[];113;If;1.0;1.0;0.026;0.0;0.083
Triangle;AOIS_306;Nonequivalent;Nonequivalent;AOIS;16;0;1;0;1;0;[10, 11, 11, 12, 11, 12, 12, 13];10;13;11.5;[0];0;0;0.0;[14];[];[1];[];113;If;1.0;0.6328125;0.026;0.0;0.083
Triangle;SVR_75;Nonequivalent;Nonequivalent;SVR;4;0;1;1;1;0;[1, 2, 3];1;3;2.0;[0];0;0;0.0;[1, 2, 3];[];[1, 1, 1];[];52;Assignment;0.86;1.0;0.038;0.0;0.25
Triangle;AORB_126;Nonequivalent;Nonequivalent;AORB;18;0;1;0;1;0;[8, 9, 9, 10, 9, 10, 10, 11];8;11;9.5;[0];0;0;0.0;[17];[];[1];[];53;If;1.0;0.9444444444444444;0.033;0.0;0.0
Triangle;ROR_14;Nonequivalent;Nonequivalent;ROR;4;0;1;1;1;0;[1, 2, 3];1;3;2.0;[0];0;0;0.0;[1, 2, 3];[];[1, 1, 1];[];52;Block;0.86;0.9243697478991597;0.038;0.0;0.25
Triangle;AOIS_605;Nonequivalent;Nonequivalent;AOIS;16;0;1;0;1;0;[10, 11, 11, 12, 11, 12, 12, 13];10;13;11.5;[0];0;0;0.0;[14];[];[1];[];113;If;1.0;0.6328125;0.026;0.0;0.083
Triangle;AORB_130;Nonequivalent;Nonequivalent;AORB;6;0;1;1;1;0;[4];4;4;4.0;[8, 9, 9, 9, 10, 10, 8, 9, 10, 10, 10, 11, 11, 9, 7, 5, 7, 7, 6, 5, 9, 10, 10, 10, 11, 11, 9, 10, 11, 11, 11, 12, 12, 10, 8, 6, 8, 8, 7, 6, 9, 10, 10, 10, 11, 11, 9, 10, 11, 11, 11, 12, 12, 10, 8, 6, 8, 8, 7, 6, 10, 11, 11, 11, 12, 12, 10, 11, 12, 12, 12, 13, 13, 11, 9, 7, 9, 9, 8, 7];5;13;9.5;[5];[7];[1];[1];127;If;0.6666666666666666;0.9444444444444444;0.024;0.0;0.0
Triangle;AORB_219;Nonequivalent;Nonequivalent;AORB;16;0;1;0;1;0;[10, 11, 11, 12, 11, 12, 12, 13];10;13;11.5;[0];0;0;0.0;[14];[];[1];[];113;If;1.0;0.9444444444444444;0.026;0.0;0.083
Triangle;AORB_188;Nonequivalent;Nonequivalent;AORB;16;0;1;0;1;0;[10, 11, 11, 12, 11, 12, 12, 13];10;13;11.5;[0];0;0;0.0;[14];[];[1];[];113;If;1.0;0.9444444444444444;0.026;0.0;0.083
Triangle;SDL_23;Nonequivalent;Nonequivalent;SDL;18;0;1;0;1;0;[8, 9, 9, 10, 9, 10, 10, 11];8;11;9.5;[0];0;0;0.0;[17];[];[1];[];53;Block;1.0;1.0;0.033;0.0;0.0
Triangle;LOI_89;Nonequivalent;Nonequivalent;LOI;6;0;1;1;1;0;[4];4;4;4.0;[8, 9, 9, 9, 10, 10, 8, 9, 10, 10, 10, 11, 11, 9, 7, 5, 7, 7, 6, 5, 9, 10, 10, 10, 11, 11, 9, 10, 11, 11, 11, 12, 12, 10, 8, 6, 8, 8, 7, 6, 9, 10, 10, 10, 11, 11, 9, 10, 11, 11, 11, 12, 12, 10, 8, 6, 8, 8, 7, 6, 10, 11, 11, 11, 12, 12, 10, 11, 12, 12, 12, 13, 13, 11, 9, 7, 9, 9, 8, 7];5;13;9.5;[5];[7];[1];[1];127;If;0.6666666666666666;1.0;0.024;0.0;0.0
Triangle;LOI_66;Nonequivalent;Nonequivalent;LOI;16;0;1;0;1;0;[10, 11, 11, 12, 11, 12, 12, 13];10;13;11.5;[0];0;0;0.0;[14];[];[1];[];113;If;1.0;1.0;0.026;0.0;0.083
Triangle;ROR_42;Nonequivalent;Nonequivalent;ROR;9;0;0;0;0;0;[5, 6, 6, 7];5;7;6.0;[6, 7, 7, 7, 8, 8, 6, 7, 8, 8, 8, 9, 9, 7, 5, 3, 5, 5, 4, 3, 7, 8, 8, 8, 9, 9, 7, 8, 9, 9, 9, 10, 10, 8, 6, 4, 6, 6, 5, 4];3;10;7.0;[7, 8];[11, 10];[1, 1];[0, 0];8;If;1.0;0.9243697478991597;0.061;0.0;0.0
Triangle;ROR_476;Nonequivalent;Nonequivalent;ROR;10;0;0;0;0;0;[6, 7, 7, 8];6;8;7.0;[6, 7, 7, 7, 8, 8, 6, 7, 8, 8, 8, 9, 9, 7, 5, 3, 5, 5, 4, 3];3;9;6.5;[9];[11];[0];[0];22;If;0.8666666666666667;0.9243697478991597;0.04;0.0;0.0
Triangle;AOIS_653;Nonequivalent;Nonequivalent;AOIS;16;0;1;0;1;0;[10, 11, 11, 12, 11, 12, 12, 13];10;13;11.5;[0];0;0;0.0;[14];[];[1];[];113;If;1.0;0.6328125;0.026;0.0;0.083
Triangle;ODL_46;Nonequivalent;Nonequivalent;ODL;21;0;1;0;1;0;[10, 11, 11, 12, 11, 12, 12, 13];10;13;11.5;[0];0;0;0.0;[20];[];[1];[];10;Block;0.74;0.71875;0.026;0.0;0.0
Triangle;ROR_163;Nonequivalent;Nonequivalent;ROR;10;0;0;0;0;0;[6, 7, 7, 8];6;8;7.0;[6, 7, 7, 7, 8, 8, 6, 7, 8, 8, 8, 9, 9, 7, 5, 3, 5, 5, 4, 3];3;9;6.5;[9];[11];[0];[0];22;If;0.8666666666666667;0.9243697478991597;0.04;0.0;0.0
Triangle;ROR_499;Nonequivalent;Nonequivalent;ROR;18;0;1;0;1;0;[8, 9, 9, 10, 9, 10, 10, 11];8;11;9.5;[0];0;0;0.0;[17];[];[1];[];53;If;1.0;0.9243697478991597;0.033;0.0;0.0
Triangle;AOIS_487;Nonequivalent;Nonequivalent;AOIS;4;0;1;1;1;0;[1, 2, 3];1;3;2.0;[0];0;0;0.0;[1, 2, 3];[];[1, 1, 1];[];52;If;0.86;0.6328125;0.038;0.0;0.25
Triangle;AORB_424;Nonequivalent;Nonequivalent;AORB;4;0;1;1;1;0;[1, 2, 3];1;3;2.0;[0];0;0;0.0;[1, 2, 3];[];[1, 1, 1];[];52;Assignment;0.86;0.9444444444444444;0.038;0.0;0.25
Triangle;ROR_15;Nonequivalent;Nonequivalent;ROR;4;0;1;1;1;0;[1, 2, 3];1;3;2.0;[0];0;0;0.0;[1, 2, 3];[];[1, 1, 1];[];52;If;0.86;0.9243697478991597;0.038;0.0;0.25
Triangle;AOIS_604;Nonequivalent;Nonequivalent;AOIS;16;0;1;0;1;0;[10, 11, 11, 12, 11, 12, 12, 13];10;13;11.5;[0];0;0;0.0;[14];[];[1];[];113;If;1.0;0.6328125;0.026;0.0;0.083
Triangle;AOIS_184;Nonequivalent;Nonequivalent;AOIS;6;0;1;1;1;0;[4];4;4;4.0;[8, 9, 9, 9, 10, 10, 8, 9, 10, 10, 10, 11, 11, 9, 7, 5, 7, 7, 6, 5, 9, 10, 10, 10, 11, 11, 9, 10, 11, 11, 11, 12, 12, 10, 8, 6, 8, 8, 7, 6, 9, 10, 10, 10, 11, 11, 9, 10, 11, 11, 11, 12, 12, 10, 8, 6, 8, 8, 7, 6, 10, 11, 11, 11, 12, 12, 10, 11, 12, 12, 12, 13, 13, 11, 9, 7, 9, 9, 8, 7];5;13;9.5;[5];[7];[1];[1];127;If;0.6666666666666666;0.6328125;0.024;0.0;0.0
Triangle;AORB_432;Nonequivalent;Nonequivalent;AORB;6;0;1;1;1;0;[4];4;4;4.0;[8, 9, 9, 9, 10, 10, 8, 9, 10, 10, 10, 11, 11, 9, 7, 5, 7, 7, 6, 5, 9, 10, 10, 10, 11, 11, 9, 10, 11, 11, 11, 12, 12, 10, 8, 6, 8, 8, 7, 6, 9, 10, 10, 10, 11, 11, 9, 10, 11, 11, 11, 12, 12, 10, 8, 6, 8, 8, 7, 6, 10, 11, 11, 11, 12, 12, 10, 11, 12, 12, 12, 13, 13, 11, 9, 7, 9, 9, 8, 7];5;13;9.5;[5];[7];[1];[1];127;If;0.6666666666666666;0.9444444444444444;0.024;0.0;0.0
Triangle;ROR_122;Nonequivalent;Nonequivalent;ROR;4;0;1;1;1;0;[1, 2, 3];1;3;2.0;[0];0;0;0.0;[1, 2, 3];[];[1, 1, 1];[];52;If;0.86;0.9243697478991597;0.038;0.0;0.25
Triangle;ROR_572;Nonequivalent;Nonequivalent;ROR;16;0;1;0;1;0;[10, 11, 11, 12, 11, 12, 12, 13];10;13;11.5;[0];0;0;0.0;[14];[];[1];[];113;If;1.0;0.9243697478991597;0.026;0.0;0.083
Triangle;AORB_259;Nonequivalent;Nonequivalent;AORB;6;0;1;1;1;0;[4];4;4;4.0;[8, 9, 9, 9, 10, 10, 8, 9, 10, 10, 10, 11, 11, 9, 7, 5, 7, 7, 6, 5, 9, 10, 10, 10, 11, 11, 9, 10, 11, 11, 11, 12, 12, 10, 8, 6, 8, 8, 7, 6, 9, 10, 10, 10, 11, 11, 9, 10, 11, 11, 11, 12, 12, 10, 8, 6, 8, 8, 7, 6, 10, 11, 11, 11, 12, 12, 10, 11, 12, 12, 12, 13, 13, 11, 9, 7, 9, 9, 8, 7];5;13;9.5;[5];[7];[1];[1];127;If;0.6666666666666666;0.9444444444444444;0.024;0.0;0.0
Triangle;AOIU_53;Nonequivalent;Nonequivalent;AOIU;5;0;1;1;1;0;[3];3;3;3.0;[8, 9, 9, 9, 10, 10, 8, 9, 10, 10, 10, 11, 11, 9, 7, 5, 7, 7, 6, 5, 9, 10, 10, 10, 11, 11, 9, 10, 11, 11, 11, 12, 12, 10, 8, 6, 8, 8, 7, 6, 9, 10, 10, 10, 11, 11, 9, 10, 11, 11, 11, 12, 12, 10, 8, 6, 8, 8, 7, 6, 10, 11, 11, 11, 12, 12, 10, 11, 12, 12, 12, 13, 13, 11, 9, 7, 9, 9, 8, 7, 9, 10, 10, 10, 11, 11, 9, 10, 11, 11, 11, 12, 12, 10, 8, 6, 8, 8, 7, 6, 10, 11, 11, 11, 12, 12, 10, 11, 12, 12, 12, 13, 13, 11, 9, 7, 9, 9, 8, 7, 10, 11, 11, 11, 12, 12, 10, 11, 12, 12, 12, 13, 13, 11, 9, 7, 9, 9, 8, 7, 11, 12, 12, 12, 13, 13, 11, 12, 13, 13, 13, 14, 14, 12, 10, 8, 10, 10, 9, 8];5;14;10.0;[3];[7, 6];[1];[1, 1];30;Assignment;1.0;0.7272727272727273;0.024;0.0;0.083
Triangle;COI_63;Nonequivalent;Nonequivalent;COI;18;0;1;0;1;0;[8, 9, 9, 10, 9, 10, 10, 11];8;11;9.5;[0];0;0;0.0;[17];[];[1];[];53;If;1.0;1.0;0.033;0.0;0.0
Triangle;AORB_170;Nonequivalent;Nonequivalent;AORB;4;0;1;1;1;0;[1, 2, 3];1;3;2.0;[0];0;0;0.0;[1, 2, 3];[];[1, 1, 1];[];52;Assignment;0.86;0.9444444444444444;0.038;0.0;0.25
Triangle;AORB_367;Nonequivalent;Nonequivalent;AORB;6;0;1;1;1;0;[4];4;4;4.0;[8, 9, 9, 9, 10, 10, 8, 9, 10, 10, 10, 11, 11, 9, 7, 5, 7, 7, 6, 5, 9, 10, 10, 10, 11, 11, 9, 10, 11, 11, 11, 12, 12, 10, 8, 6, 8, 8, 7, 6, 9, 10, 10, 10, 11, 11, 9, 10, 11, 11, 11, 12, 12, 10, 8, 6, 8, 8, 7, 6, 10, 11, 11, 11, 12, 12, 10, 11, 12, 12, 12, 13, 13, 11, 9, 7, 9, 9, 8, 7];5;13;9.5;[5];[7];[1];[1];127;If;0.6666666666666666;0.9444444444444444;0.024;0.0;0.0
Triangle;CDL_83;Nonequivalent;Nonequivalent;CDL;16;0;1;0;1;0;[10, 11, 11, 12, 11, 12, 12, 13];10;13;11.5;[0];0;0;0.0;[14];[];[1];[];113;If;1.0;1.0;0.026;0.0;0.083
Triangle;AOIS_517;Nonequivalent;Nonequivalent;AOIS;16;0;1;0;1;0;[10, 11, 11, 12, 11, 12, 12, 13];10;13;11.5;[0];0;0;0.0;[14];[];[1];[];113;If;1.0;0.6328125;0.026;0.0;0.083
Triangle;AORB_222;Nonequivalent;Nonequivalent;AORB;5;0;1;1;1;0;[3];3;3;3.0;[8, 9, 9, 9, 10, 10, 8, 9, 10, 10, 10, 11, 11, 9, 7, 5, 7, 7, 6, 5, 9, 10, 10, 10, 11, 11, 9, 10, 11, 11, 11, 12, 12, 10, 8, 6, 8, 8, 7, 6, 9, 10, 10, 10, 11, 11, 9, 10, 11, 11, 11, 12, 12, 10, 8, 6, 8, 8, 7, 6, 10, 11, 11, 11, 12, 12, 10, 11, 12, 12, 12, 13, 13, 11, 9, 7, 9, 9, 8, 7, 9, 10, 10, 10, 11, 11, 9, 10, 11, 11, 11, 12, 12, 10, 8, 6, 8, 8, 7, 6, 10, 11, 11, 11, 12, 12, 10, 11, 12, 12, 12, 13, 13, 11, 9, 7, 9, 9, 8, 7, 10, 11, 11, 11, 12, 12, 10, 11, 12, 12, 12, 13, 13, 11, 9, 7, 9, 9, 8, 7, 11, 12, 12, 12, 13, 13, 11, 12, 13, 13, 13, 14, 14, 12, 10, 8, 10, 10, 9, 8];5;14;10.0;[3];[7, 6];[1];[1, 1];30;Assignment;1.0;0.9444444444444444;0.024;0.0;0.083
Triangle;AOIU_28;Nonequivalent;Nonequivalent;AOIU;16;0;1;0;1;0;[10, 11, 11, 12, 11, 12, 12, 13];10;13;11.5;[0];0;0;0.0;[14];[];[1];[];113;If;1.0;0.7272727272727273;0.026;0.0;0.083
Triangle;CDL_108;Nonequivalent;Nonequivalent;CDL;16;0;1;0;1;0;[10, 11, 11, 12, 11, 12, 12, 13];10;13;11.5;[0];0;0;0.0;[14];[];[1];[];113;If;1.0;1.0;0.026;0.0;0.083
Triangle;AOIU_90;Nonequivalent;Nonequivalent;AOIU;4;0;1;1;1;0;[1, 2, 3];1;3;2.0;[0];0;0;0.0;[1, 2, 3];[];[1, 1, 1];[];52;Assignment;0.86;0.7272727272727273;0.038;0.0;0.25
Triangle;AORB_2;Nonequivalent;Nonequivalent;AORB;6;0;1;1;1;0;[4];4;4;4.0;[8, 9, 9, 9, 10, 10, 8, 9, 10, 10, 10, 11, 11, 9, 7, 5, 7, 7, 6, 5, 9, 10, 10, 10, 11, 11, 9, 10, 11, 11, 11, 12, 12, 10, 8, 6, 8, 8, 7, 6, 9, 10, 10, 10, 11, 11, 9, 10, 11, 11, 11, 12, 12, 10, 8, 6, 8, 8, 7, 6, 10, 11, 11, 11, 12, 12, 10, 11, 12, 12, 12, 13, 13, 11, 9, 7, 9, 9, 8, 7];5;13;9.5;[5];[7];[1];[1];127;Assignment;0.6666666666666666;0.9444444444444444;0.024;0.0;0.0
Triangle;SDL_18;Nonequivalent;Nonequivalent;SDL;18;0;1;0;1;0;[8, 9, 9, 10, 9, 10, 10, 11];8;11;9.5;[0];0;0;0.0;[17];[];[1];[];53;Block;1.0;1.0;0.033;0.0;0.0
Triangle;AOIS_110;Nonequivalent;Nonequivalent;AOIS;24;0;1;0;1;0;[11, 12, 12, 13, 12, 13, 13, 14, 12, 13, 13, 14, 13, 14, 14, 15];11;15;13.0;[0];0;0;0.0;[23];[];[1];[];15;Block;0.74;0.6328125;0.027;0.0;0.0
Triangle;AORB_275;Nonequivalent;Nonequivalent;AORB;4;0;1;1;1;0;[1, 2, 3];1;3;2.0;[0];0;0;0.0;[1, 2, 3];[];[1, 1, 1];[];52;Assignment;0.86;0.9444444444444444;0.038;0.0;0.25
Triangle;AOIS_393;Nonequivalent;Nonequivalent;AOIS;16;0;1;0;1;0;[10, 11, 11, 12, 11, 12, 12, 13];10;13;11.5;[0];0;0;0.0;[14];[];[1];[];113;If;1.0;0.6328125;0.026;0.0;0.083
Triangle;ROR_97;Nonequivalent;Nonequivalent;ROR;24;0;1;0;1;0;[11, 12, 12, 13, 12, 13, 13, 14, 12, 13, 13, 14, 13, 14, 14, 15];11;15;13.0;[0];0;0;0.0;[23];[];[1];[];15;If;0.74;0.9243697478991597;0.027;0.0;0.0
Triangle;AORB_449;Nonequivalent;Nonequivalent;AORB;16;0;1;0;1;0;[10, 11, 11, 12, 11, 12, 12, 13];10;13;11.5;[0];0;0;0.0;[14];[];[1];[];113;If;1.0;0.9444444444444444;0.026;0.0;0.083
Triangle;AOIS_413;Nonequivalent;Nonequivalent;AOIS;6;0;1;1;1;0;[4];4;4;4.0;[8, 9, 9, 9, 10, 10, 8, 9, 10, 10, 10, 11, 11, 9, 7, 5, 7, 7, 6, 5, 9, 10, 10, 10, 11, 11, 9, 10, 11, 11, 11, 12, 12, 10, 8, 6, 8, 8, 7, 6, 9, 10, 10, 10, 11, 11, 9, 10, 11, 11, 11, 12, 12, 10, 8, 6, 8, 8, 7, 6, 10, 11, 11, 11, 12, 12, 10, 11, 12, 12, 12, 13, 13, 11, 9, 7, 9, 9, 8, 7];5;13;9.5;[5];[7];[1];[1];127;If;0.6666666666666666;0.6328125;0.024;0.0;0.0
Triangle;AOIS_106;Nonequivalent;Nonequivalent;AOIS;24;0;1;0;1;0;[11, 12, 12, 13, 12, 13, 13, 14, 12, 13, 13, 14, 13, 14, 14, 15];11;15;13.0;[0];0;0;0.0;[23];[];[1];[];15;Block;0.74;0.6328125;0.027;0.0;0.0
Triangle;AOIS_385;Nonequivalent;Nonequivalent;AOIS;6;0;1;1;1;0;[4];4;4;4.0;[8, 9, 9, 9, 10, 10, 8, 9, 10, 10, 10, 11, 11, 9, 7, 5, 7, 7, 6, 5, 9, 10, 10, 10, 11, 11, 9, 10, 11, 11, 11, 12, 12, 10, 8, 6, 8, 8, 7, 6, 9, 10, 10, 10, 11, 11, 9, 10, 11, 11, 11, 12, 12, 10, 8, 6, 8, 8, 7, 6, 10, 11, 11, 11, 12, 12, 10, 11, 12, 12, 12, 13, 13, 11, 9, 7, 9, 9, 8, 7];5;13;9.5;[5];[7];[1];[1];127;If;0.6666666666666666;0.6328125;0.024;0.0;0.0
