TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals
XmlFriendlyNameCoder,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.7373272195640617,327,210
XmlFriendlyNameCoder,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9233918128654972,329,308
